gene_model	FloralMeristem_SuppressedBract	G2_M	IM.OC	L1	L1atFloralMeristem	PhloemPrecursor	ProcambialMeristem_ProtoXylem_MetaXylem	ProtoPhloem_MetaPhloem_CompanionCell_PhloemParenchyma	SPM.base_SM.base	Unknown_lowFRiP	Unknown_Sclerenchyma	Unknown1	Unknown2	XylemParenchyma_PithParenchyma	locus_symbol	TF_Family
Zm00001eb216060	-0.303049124932763	0.0375946380266829	-0.155816243399824	0.518152546720084	0.025262259180257	0.347064300691214	0.137455498748986	0.2032791827571	-0.259552903844478	0.492526870587925	0.14401389148069	0.198664532209176	0.233199176293031	0.503051934892962	zhd4	ZF-HD
Zm00001eb218730	0.363027468161429	0.501600684147623	0.82812779064651	0.0705759154551461	0.28587068599814	0.129273603838599	0.0344236955097417	-0.0851769806297293	0.546523358548909	0.0680622613557293	0.201307719548232	0.0874159281525095	0.381235138358291	0.191885657580866	IDP322	HB-other
Zm00001eb223300	-0.0414993629201474	0.175590127826651	-0.278836399595779	-0.141682453434858	0.0779845654661229	0.315269631541012	0.357708778879597	-0.494950397014111	-0.352609117239645	0.240799834253276	-0.386037842190656	-0.0880112461916289	-0.283063452568503	-0.0018174026121837	hb98	HD-ZIP
Zm00001eb226570	0.235812937098769	0.12726015649587	0.533156059771897	0.108496541122536	-0.202093219230434	0.12479311932634	0.472856892040217	-0.687219107580198	0.446037725982978	-0.380651467095411	0.329768848104546	0.415978899012664	0.736161640375054	-0.476388770729953	hb42	HD-ZIP
Zm00001eb226580	1.12359394506314	-0.252337822702289	1.31561124929663	-1.17833724125851	-1.21372756020932	-0.242737690648628	0.198083060411353	1.19999660541509	-1.46245508123369	1.14667397376095	0.597821712035016	0.118727996264675	-0.328856571617618	-1.27130202181739	hb44	HD-ZIP
Zm00001eb226590	-0.43840549000854	0.510652803458415	0.461965746623621	0.30358632099695	-0.100494331146535	0.180005685042984	0.18035697425098	-0.0679440463507239	0.0135465318379479	0.182544487973426	0.322467319352951	-0.868075671661042	-0.37858696177647	-0.234317081924933	hb43	HD-ZIP
Zm00001eb235080	1.23989232602135	1.35938946972893	-0.292781749227846	-0.258533013598853	-0.079434467494405	0.409723699382376	1.70191864706701	0.497917771353439	0.583132830164074	0.886343218204433	-1.11826288161982	-0.925999418556223	-0.371615218987715	0.722734208325547	hb27	HB-other
Zm00001eb235090	0.127379306476227	Inf	3.58496250072116	1.58496250072116	Inf	Inf	-0.0892673380970874	0.584962500721156	3	5.08746284125034	Inf	Inf	1.58496250072116	Inf	hb27	HB-other
Zm00001eb248930	0.113549594251152	0.554601704664169	0.294747686605341	0.127606300310443	0.268312991963477	-0.0610662866268191	0.285520399901912	0.893230268156839	-0.322135871231192	-0.0341960245177041	0.153380255131554	0.183382691415451	0.299602494930492	0.364255092426673	hb41	HD-ZIP
Zm00001eb252180	0.110253674688015	0.674100246758305	-0.779730015608607	-0.0697557323350091	0.151085379529677	0.162369350314095	-0.337719872486563	0.181090192919689	0.0642996920740849	0.249070271447135	0.390925223964834	0.216885802743875	0.929728398026104	0.20607989602909	zhd12	ZF-HD
Zm00001eb256420	-0.46088101539174	-0.156732137850918	-0.652026902973776	0.079057914482709	-0.0248701388847147	-0.136748034777533	-0.00621370174474325	0.0772057887522587	-0.792144112984987	-0.221879570357235	-0.172342589005771	0.265534744485442	0.475068293986578	0.034909224608124	hb71	HD-ZIP
